paragraph,paragraphNumber,filePath,fileName,matchingKey,PoliceReform,Operations_PatrolsInterventions,StateAdministration,RefugeeAssistance,ElectionAssistance,LegalReform,CivilSocietyAssistance
"16. The national police conducted various security operations during the reporting period, resulting in a decline in the number of homicides, improved response to kidnappings and effective management of all public demonstrations, largely without support from MINUSTAH, which was not called upon to use its pre-positioned quick-reaction force.",16,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,True,False,False,False,False,False
"17. The police component of MINUSTAH assisted the national police in crime reduction operations by jointly operating 2,268 checkpoints as well as conducting 3,086 foot patrols, 14,876 vehicle patrols and 43 joint operations, including 35 in the metropolitan area of Port-au-Prince. Military peacekeepers conducted 5,169 operations, 620 of which were joint patrols with national police and MINUSTAH police. The Mission’s military component also conducted 20 platoon-sized quick- reaction force deployments to 14 different communes in seven departments, using MINUSTAH aviation assets. In two major incidents, MINUSTAH formed police units and military troops were deployed to provide operational support to the national police, specifically in Les Cayes on 16 May, and in Borgne on 30 June. A. Rule of law",17,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,True,True,False,False,False,False,False
"19. Work has begun by the national police, with support from MINUSTAH, on drafting the strategic plan for 2017-2021, which aims to determine targets and performance indicators based on a thorough analysis of the capacities of the national police. Activities not achieved during the period 2012-2016 will be incorporated into the plan.",19,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,True,False,False,False,False,False,False
"21. The national police continued to engage in crime reduction and, to this end, replicated a promising community policing pilot project with support from MINUSTAH and other international partners. The project focused on vulnerable locations in the West Department, including fragile neighbourhoods in Port-au- Prince such as Fort National, Cité Soleil and areas served by the sub-commissariats of Portail St Joseph and Cafeteria.",21,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,True,False,False,False,False,False,False
"22. MINUSTAH assisted the Directorate of Prison Administration in implementing its strategic development plan for 2014-2016 and its action plan for 2015-2016, incorporating policies and procedures to enhance service delivery and compliance with human rights standards in all prisons. MINUSTAH supported 170 training sessions on standards for prisoner treatment, helped to develop a curriculum for the treatment of vulnerable groups, supported training on sexual and gender- based violence for 200 police personnel, and contributed to the instruction of 69 medical personnel on the use of new health reporting forms.",22,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,False
"23. Since my previous report (S/2016/225), the percentage of prisoners held in pretrial detention remained static. As at 4 August, the number of prisoners stood at 10,830 (including 358 women, 197 male juveniles and 27 female juveniles), of whom 3,212 had been convicted and 7,618 were awaiting trial. Effective prison management would require more than the current 1,681 national corrections personnel in service. Severe overcrowding (445 per cent occupancy rate), 23 hours of daily confinement, food shortages, poor hygiene and sanitation conditions and insufficient medical services continue to cause severe problems and are a major human rights concern. In my previous report, I indicated that only 3 of the 17 detention facilities under the jurisdiction of the Directorate of Prison Administration, holding 1,402 detainees, provided slightly more than one square metre per detainee. This has now dropped to only one detention centre, for 89 people. At the national penitentiary, conditions continue to be the most dramatic, with three detainees per square metre. Prison statistics do not include the large number of detainees held in unofficial detention centres such as police stations. Despite repeated calls by the United Nations system, the Government has not taken comprehensive steps to address the problem. Furthermore, between February and August, changes of food suppliers and repeated delays in disbursing funds caused acute food shortages in prisons, resulting in reductions in meals. My Special Representative raised these issues with State leadership on several occasions.",23,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,False
"24. MINUSTAH provided technical and logistical assistance to detention monitoring committees in Les Cayes, Cap-Haïtien and Port-au-Prince as part of an overall effort to reduce prolonged periods of pretrial detention and facilitate citizens’ access to justice. Legal aid offices in Cap-Haïtien and Les Cayes, with Since March, 554 cases were processed and judicial assistance was provided to 1,192 detainees, 391 of whom were released. In Port-au-Prince, the five legal aid offices handled 817 cases, resulting in the release of 395 people.",24,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,False
"25. MINUSTAH further supported the organization of workshops to strengthen the capacity of criminal justice actors, including two workshops in Port-au-Prince and four in Les Cayes covering summary trial procedure, habeas corpus and processing case files. Two quick-impact projects provided logistical and material support to courts of first instance and justice of the peace tribunals in Les Cayes and Port-au- Prince. Between March and July 2016, the courts in Port-au-Prince, Cap-Haïtien and Les Cayes dealt with the cases of 351 defendants, resulting in 93 acquittals, 213 convictions and 45 postponements.",25,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,False
"26. On 29 May 2016, at the request of the Ministry of Women’s Affairs and Women’s Rights on the occasion of the International Day of Action for Women’s Health, MINUSTAH provided primary health-care support, including basic health screening and treatment of acute conditions, to female detainees at the women’s prison in Pétionville, Port-au-Prince. A total of 104 consultations were undertaken covering 34 per cent of the 304 female inmates, and a report on chronic cases was provided to the authorities for follow-up.",26,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,False
"29. MINUSTAH continued to conduct stabilization initiatives in urban communities addressing risk factors such as limited access to justice and high youth unemployment. By June 2016, the Mission had completed 41 community violence reduction projects totalling $8 million, benefiting an estimated 37,501 people, including 16,058 women, in the Artibonite, West, South and North Departments. Projects focused on job creation as an alternative to violence-based livelihoods, improvements to justice-system access and efficiency, promoting dialogue and fostering social cohesion. During the reporting period, 13 new projects were approved under the 2015/16 budget aimed at fostering social cohesion and confidence in State institutions, including through community dialogue with the police. MINUSTAH also supported three sensitization and social mobilization campaigns for 229,724 beneficiaries across the country focused on, inter alia, community policing, sexual and gender-based violence, cholera reduction and conflict resolution.",29,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,True,False,False,False,False,False,False
"30. The national police continued to develop its human rights education programme, with support from MINUSTAH. The Inspectorate General conducted nine training sessions on human rights for 1,474 cadets and 104 officers assigned to specialized units on the use of force and weapons. The Inspectorate General received 334 complaints of misconduct and sent corresponding files recommending sanctions, including the dismissal of 96 officers, 111 suspensions and 76 warnings, for approval by the Director-General of the national police.",30,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,True,False,False,False,False,False,False
"31. Despite repeated calls from my Special Representative, the Independent Expert of the Human Rights Council on the situation of human rights in Haiti, and by civil society, the Government has failed to assign the human rights portfolio to a specific ministry. Judicial authorities have made no significant progress in the prosecution of serious human rights violations, including in the case of the assassination of journalist and human rights activist Jean Dominique and in the cases of former Presidents Jean-Claude Duvalier and Jean-Bertrand Aristide. MINUSTAH continued to provide technical assistance to civil society organizations that protect the rights of lesbian, gay, bisexual, transsexual and intersex people and victims of discrimination.",31,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,False
"32. In the framework of the second cycle (2012-2016) of the forthcoming universal periodic review, the Government submitted its national report to the Human Rights Council on 22 July. Prior to that, on 20 July, the Ministry of Foreign Affairs and the Office of the Ombudsperson, with support from MINUSTAH, organized a national consultation workshop to consolidate the State report in an inclusive and participatory manner. Eleven ministerial entities and 57 civil society representatives, including 25 women, participated in the workshop.",32,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,True
"33. Women’s organizations continued to advocate greater women’s participation in politics and representation in Parliament. On 6 June, Tribin Politik Fanm, a women’s political platform, held the official opening of the symbolic women’s parliament to call for full implementation of the constitutional provision requiring a minimum of 30 per cent representation of women in public life, especially in national political institutions. The implementation of the provision at local level ensured for the first time the representation of 30 per cent women in all elected municipal councils. On 22 July, elected female mayors established the National Federation of Women Mayors with support from the Ministry of the Interior and Local Government, the Ministry of Women’s Affairs and Women’s Rights, and MINUSTAH. A. Governance and local government",33,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,False
"34. MINUSTAH continued to support the Ministry of the Interior and Local Government, with focus on the training of newly elected municipal councils, targeting in particular elected women. The Mission facilitated the organization of a government partnerships in Port-au-Prince. Prior to that, a three-month technical assistance programme for all 140 municipal administrations facilitated the handover to the new municipal councils.",34,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,True,False,False,False,False
"35. In May and June, MINUSTAH and the Ministry of the Interior and Local Government conducted joint technical assessment visits to evaluate the possibility of rolling out the tax mobilization programme carried out in Les Cayes (South Department) and Jérémie (Grande-Anse) to Gonaïves (Artibonite), Hinche (Centre), Mirebalais (Centre) and Fort-Liberté (North-East). The tax mobilization programme aims to modernize the municipal tax collection system and is expected to significantly increase local tax revenue.",35,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,True,False,False,False,False
"36. The Mission completed 86 projects and allocated its entire quick-impact projects budget of $4 million for the 2015/16 fiscal year. The Mission implemented 35 projects in support of good governance, democracy and the extension of State authority, and 51 projects aimed at improving public infrastructure and services, including 19 projects to promote the rule of law, 23 projects on health and sanitation and 9 projects to enhance safety and security through public lighting; projects focusing on the provision of clean water and the fight against cholera reached an estimated 300,000 beneficiaries.",36,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,True,False,False,False,False
"37. In April, MINUSTAH supported the parliamentary administration with induction training for newly elected members of the Chamber of Deputies, financed through quick-impact funding. The induction training focused on parliamentary standing orders, the roles and responsibilities of parliamentarians, legislative and budget approval processes, and the statute governing members of the lower Chamber. B. Capacity of the Haitian National Police",37,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,False
"42. The situation has been further compounded by an increase in the number of suspected cases of cholera and cholera-related deaths. From 1 January to 23 July 2016, the Ministry of Public Health and Population reported 23,072 suspected cholera cases and 211 deaths, reflecting an overall increase compared with the same period of 2015. The Ministry, with support from key implementing partners, including United Nations agencies, continued to work on the emergency response, with particular focus on surveillance and control measures, although funding remained an issue. MINUSTAH and United Nations agencies also intensified efforts in support of the implementation of the national plan for the elimination of cholera. The United Nations supported the Ministry of Public Health and Population in revising its mid-term plan (2017/18), which is to be discussed at the next meeting of the High-level Committee for the Elimination of Cholera.",42,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,False
"49. The Ministry of Health, with the support of United Nations agencies, MINUSTAH and other relevant partners, developed the HIV/AIDS national strategic plan for the period 2017-2023 in line with the Fast-Track strategy of the prevention and testing for vulnerable sectors of the population and young people, elimination of mother-child transmission as well as treatment and patient retention on treatment. The test and treat guidelines of the World Health Organization were endorsed by the Government and implementation started in July.",49,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,False,False,False,False,False,False,False
"60. The Under-Secretary-General for Peacekeeping Operations visited Haiti from 30 June to 3 July 2016 for a political and security assessment, a precursor to the integrated strategic assessment foreseen in my two previous reports and postponed because of the fluid political situation in the country. His conclusion was that, in the current context of political uncertainty and a relatively stable but fragile security situation, the continued presence of MINUSTAH is required until the completion of the electoral process to support the national authorities in the effective organization of the elections and the maintenance of a safe and secure environment. The capacity of the Haitian National Police has continued to improve, and they have demonstrated their determination to provide for the safety and security of the Haitian people. However, they are not yet operationally independent and continue to rely on international support, including from MINUSTAH, in fulfilling their constitutional mandate. The deterrent effect provided by MINUSTAH in addition to the growing national police force has been crucial during this period of political uncertainty.",60,data/pdfs\MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753.pdf,MINUSTAH_S_2016_753,True,False,False,False,False,False,False
"7. MINUSTAH supported advocacy efforts to promote the integration of the constitutional requirement of 30 per cent minimum representation of women, as provided for in the electoral decree, in close coordination with the Ministry of Women’s Affairs and Rights, the Provisional Electoral Council and women’s organizations. Notwithstanding significant efforts, only one female Senator and three female Lower Chamber members were elected. The single female Senator was elected internally to the Senate Bureau as First Secretary and one female member of the Lower Chamber was elected internally as Chair of the commission on women’s affairs and gender equality.",7,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,True,False,True
"9. The Government lived up to its earlier commitment to cover the electoral operating costs, mobilizing some $44 million of the total estimated $55 million required, in addition to allocating $6 million to the national police and providing $8.5 million to post-hurricane electoral infrastructure recovery. The Provisional over the technical aspects of the electoral process, and implemented several measures improving the recruitment and training procedures for electoral staff, providing greater transparency in the deployment of political party poll watchers and improving the vote tabulation centre procedures. MINUSTAH, the United Nations Development Programme (UNDP) and the United Nations Office for Project Services continued to provide support, albeit reduced, to the Council to produce, deliver and recover the electoral material and to implement electoral awareness- raising activities in support of the Council’s civic education campaign. MINUSTAH further supported the national police in the development and implementation of the joint integrated election security plans for both electoral rounds.",9,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,True,False,False,False,True,False,False
"10. My Special Representative, through her good offices, consistently reached out to a broad spectrum of political leaders in the capital, Port-au-Prince, and in the regions to encourage the holding of peaceful, credible and inclusive elections, including through the conclusion of electoral pacts promoting non-violence and the peaceful resolution of electoral disputes.",10,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,True,False,False
"12. Crime statistics collected by the national police and MINUSTAH for the period 1 September 2016 to 28 February 2017 indicated 546 reported homicides, compared with 510 between 1 March and 31 August 2016. Nearly 75 per cent of homicides (407), often resulting from gang violence, remained concentrated in the metropolitan area of Port-au-Prince. In 2016, 32 killings of police officers were registered, the highest number recorded since 2006. A total of 20 kidnappings and 220 cases of rape were reported, compared with 29 and 265, respectively, between 1 March and 31 August 2016. There is evidence that many cases of rape remain unreported and unaddressed and that a culture of impunity continues to be pervasive.",12,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"14. On 5 January, the arrest and subsequent transfer abroad of Mr. Philippe on charges relating to drug trafficking triggered several protests in Grand’Anse operations were suspended from 6 to 15 January. The national police, supported by MINUSTAH, put in place additional security measures, including joint patrols, crowd-control operations and enhanced security escorts to resume humanitarian convoys.",14,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,True,True,False,False,False,False,False
"16. The Mission’s police component continued to provide support to special crime reduction operations, performing 2,963 joint checkpoints, 3,587 foot patrols, 21,376 vehicle patrols and 243 joint operations, including 86 in the area of Port-au- Prince. The military component conducted 9,537 operations, 587 of which were joint patrols with Haitian and MINUSTAH police officers. Likewise, 18 platoon- sized quick reaction force deployments were conducted in 15 communes, using MINUSTAH aviation assets.",16,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,True,True,False,False,False,False,False
"17. During the elections on 20 November, MINUSTAH uniformed elements were called upon on five occasions, with the police component registering three interventions in support of the national police and military troops deploying in two larger incidents in North Department. For the election on 29 January, MINUSTAH uniformed elements were deployed in 17 instances in seven departments to provide operational support to the national police: 13 times with formed police units and 4 times with military troops. In addition, MINUSTAH military troops carried out 172 escort operations to secure humanitarian aid convoys and static operations to secure humanitarian items. On 22 October, operational support was provided during a prison break in Arcahaie (West Department).",17,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,True,True,False,False,False,False,False
"18. The national police continued to improve its performance, in particular in crime prevention and response and public order management, contributing to a stable electoral environment. In the majority of incidents involving violent public unrest, the national police was able to respond with limited or no operational support from MINUSTAH. The national police assumed increased responsibility in the planning and execution of complex operations, as evidenced in the implementation of the joint integrated electoral security plans for both electoral rounds and the post-hurricane response.",18,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,True,False,False,False,False,False,False
"19. The national police concluded the implementation of its development plan during the period 2012-2016, with a 64.6 per cent rate of implementation. Of the 69 activities foreseen in the plan, 21 were completed and 33 reached an advanced stage of implementation. Activities helped to strengthen strategic planning and the expansion of the police force and its infrastructure and response to sexual and gender-based violence, with 154 of 162 planned infrastructure projects completed by December 2016. Similarly, the national police school trained 4,850 recruits, 5,000 personnel by the end of 2016. The twenty-seventh promotion is nearing graduation, with a potential strength of 948 new police officers, including 80 women, bringing the total strength of the police to some 14,000 personnel and a police-to-population ratio of approximately 1.3 per 1,000 inhabitants. The twenty- eighth promotion will begin training 950 cadets in May, bringing the police to its goal of 15,000 personnel by the end of 2017. With regard to sexual and gender- based violence, the national police, with the support of the Mission, created a dedicated gender and sexual and gender-based violence coordination office and began an initial assessment of the functioning of 36 reception units for the management and investigation of related cases. The number of female police officers stands at 9 per cent, below the 11 per cent target. With support from MINUSTAH and in collaboration with the Ministry of Women’s Affairs and Rights the national police launched a dedicated recruitment campaign for women.",19,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,True,False,False,False,False,False,False
"26. Efforts by MINUSTAH to curb prolonged pretrial detention included technical and logistical assistance to detention-monitoring committees and support for legal aid offices in Les Cayes, Cap-Haïtien and Port-au-Prince. Over the past 12 months, legal aid offices in Les Cayes and Cap-Haïtien processed 1,155 cases, including 52 women, resulting in 431 releases and 651 cases closed, including 30 and 35 women, respectively. The pretrial detention rate in Cap-Haïtien consequently decreased from 55 to 41 per cent. In Port-au-Prince, the five legal aid offices processed 6,232 cases, resulting in the release of 3,181 people and the closure of 943 cases. MINUSTAH focused on the Port-au-Prince jurisdiction to establish real- time file management of cases, facilitating the processing of 464 files, which ultimately helped to increase the number of criminal hearings during the reporting period by more than 50 per cent. My Special Representative has repeatedly urged the Government to more systematically address the problem of prolonged or illegal pretrial detention, requiring strong local ownership and the prioritization of judicial reform. The establishment on 24 February 2017 of a special presidential commission on prison conditions is a welcome step towards addressing the many structural deficiencies in this area.",26,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"27. MINUSTAH, in collaboration with partners, continued to support the Directorate of Prisons Administration in the implementation of its strategic plan during the period 2014-2016 and the related action plan during the period 2015- upgrading of the director to a more senior level is pending adoption by Parliament. MINUSTAH organized three training sessions for 57 Directorate officers, with a focus on intelligence and records management. In addition, with donor support, 12 Directorate officers completed “training of trainers” courses and 28 medical staff received training in the management of prison medical records.",27,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"28. As part of MINUSTAH’s phased transition process, on 8 November, my Special Representative and the UNDP Country Director launched the United Nations joint interim rule of law programme involving MINUSTAH, UNDP, the United Nations Children’s Fund and the United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women), providing integrated support to the justice and human rights system. As at 27 February, 91 per cent of the first tranche, representing 50 per cent of the $4.435 million fund, had been spent or committed. To date, through the joint programme, the United Nations has, among other things, supported the Ombudsperson and the Directorate of Prisons Administration in reviewing the draft penitentiary law, with a view to improving prison management tools; recruited national consultants to assist in the review and implementation of the draft criminal procedural code and the draft criminal code; and assisted the Superior Court of Auditors and Administrative Disputes in refining its internal management structure to properly exercise its oversight function and dispute resolution and take steps toward the implementation of its strategic and operational plans during the period 2016-2024.",28,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,True,False
"29. MINUSTAH continued to implement its community-based approach designed to reinforce the rule of law. By December 2016, the Mission had allocated 41 per cent of its community violence reduction budget for 2016/17. A total of 37 projects of the budget for 2015/16, totalling $6.5 million, are under implementation and intended to reach 53,766 beneficiaries, including 16,130 women, in Artibonite, West and North Departments. Projects include innovative support for rule of law initiatives in fragile communities. UN-Women, UNDP and the International Labour Organization are implementing a range of these projects, from training of judicial actors on sexual and gender-based violence to reinforcing prison management.",29,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"30. Since my previous report, and notwithstanding repeated calls from my Special Representative, the Human Rights Council’s Independent Expert on the situation of human rights in Haiti and civil society organizations, the Government has failed to assign the human rights portfolio to a specific ministry. Lack of clear leadership continues to hamper government action on key reforms. The mandate of the Ombudsperson, the State’s independent human rights defender, expired in September. According to Haitian law, the Ombudsperson remains in office until the new Government appoints a replacement.",30,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"32. There has been no significant progress in the prosecution of past human rights violations and the establishment of truth and reconciliation mechanisms that could address the most serious violations perpetrated between 1957 and 2004. In January, my Special Representative, jointly with the High Commissioner for Human Rights, published a report documenting the phenomenon of widespread popular lynching of suspected criminals, reflecting the lack of confidence in the formal justice system. Furthermore, while some cases of rape have had resonance in the media, crimes of sexual and gender-based violence are largely underreported and most perpetrators remain unpunished. MINUSTAH continued to transmit to the Office of the Inspector General of the national police allegations of the improper use of firearms by police officers causing death or serious injury. Contrary to the law, the inspectorate systematically failed to investigate most of those cases. Governance and local government",32,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,True,False,False,False,False,False,False
"33. MINUSTAH continued to support the Ministry of the Interior and Local Governance through the training of newly elected municipal councils, including supporting elected women who are represented, for the first time in Haiti’s history, with more than 30 per cent (155 of 420) of the members of municipal councils, in compliance with the electoral decree. The Mission organized 70 workshops countrywide on capacity-building for community actors and municipal administrations to facilitate the transfer of power at the local level. MINUSTAH also supported the development of a handbook for all 140 municipal administrations to facilitate the handover to the new municipal councils.",33,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"35. MINUSTAH implemented 46 projects in support of good governance, democracy and the extension of State authority, allocating 78 per cent of its $3 million quick-impact project budget for fiscal year 2016/17. The projects reached an estimated 1,610,148 beneficiaries (52 per cent women) and focused on improving public infrastructure and services, enhancing livelihood opportunities through entrepreneurship and providing potable water to mitigate cholera and other water- borne diseases, the latter benefiting 240,546 people. development needs A. Humanitarian activities",35,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,True,False,False,False,False
"37. The Government led the coordination of the humanitarian response, including through the establishment of an interministerial committee and the Directorate of Civil Protection. MINUSTAH, the United Nations country team and humanitarian partners supported the national authorities in addressing immediate emergency and early recovery needs, including shelter for the temporarily homeless, food and non-food items, water and sanitation, protection and logistical and transport needs. MINUSTAH uniformed personnel secured aid delivery and undertook vital road repairs and maintenance.",37,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,True,False,False,False,False
"46. The Ministry of Health, with the support of the United Nations and other partners, launched the HIV/AIDS national strategic plan for the period 2017-2023. As part of the seventh national Caribbean-American Health/AIDS Awareness Day, a total of 4,000 people, including detainees and sex workers, were tested at 22 testing completed two projects aimed at strengthening the engagement of community leaders, women, young people and people living with HIV/AIDS.",46,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"51. MINUSTAH continued to enforce the Organization’s policy of zero tolerance of sexual exploitation and abuse. It pursued the implementation of a three-pronged conduct and discipline strategy for all categories of United Nations personnel. The measures consisted of prevention of misconduct, training and awareness-raising activities, community outreach and awareness-raising and the enforcement of United Nations standards of conduct, complemented by remedial action through assistance to victims.",51,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"57. I therefore recommend, in line with the findings of the strategic assessment, that the mandate of MINUSTAH be extended for a final period of six months and that the Mission close by 15 October 2017. The military component should undergo a staggered but complete withdrawal of the 2,370 personnel within this time frame. Likewise, the Mission’s civilian tasks would be reduced immediately, in a phased manner.",57,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"60. The continued presence of a complement of 295 individual police officers, reduced from the current 1,001, would play a key role in the implementation of the priorities contained in the strategic development plan of the national police for the period 2017-2021, in line with international human rights standards. The individual police officers would be responsible for supervisory mentoring and for providing strategic advice to senior-level officers assigned to the police academy, departmental directorates, main commissariats, specialized units and the office of the Director General of the national police. The technical advisory programme would require the identification of highly qualified individual police officers, supported by a number of civilian posts, to provide training on the national police’s administrative capacity, such as strategic planning, procurement, budget, payroll and fuel management. Government-provided corrections personnel would be reduced from the current level of 50 to 38, with an approach focusing on more fully engaging the national police in efforts to strengthen the management of the Directorate of Prison Administration.",60,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"67. In conclusion, I would like to express my gratitude to my Special Representative for Haiti, Sandra Honoré, for her invaluable contributions to Haiti’s stability and to the civilian and uniformed personnel of MINUSTAH for their unwavering commitment during the past 13 years to achieve MINUSTAH’s mandate. I would also like to pay tribute to the United Nations country team, as well as to donors and partners, for their continued support and engagement in Haiti. Consolidation plan for the period 2013-2016 for the United Nations Stabilization Mission in Haiti",67,data/pdfs\MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223.pdf,MINUSTAH_S_2017_223,False,False,False,False,False,False,False
"9. Crime statistics collected by the national police and MINUSTAH for the period from 1 March to 30 June 2017 indicated a slight increase, with 356 reported 10 officers killed during the same period in 2016. Kidnappings dropped to 9 cases, compared with 19 during the same period in 2016, as did instances of rape, with 188 cases, compared with 196. However, as highlighted in my previous report, evidence of underreporting and a culture of impunity remain pervasive, particularly in cases of sexual and gender-based violence.",9,data/pdfs\MINUSTAH_S_2017_604.pdf,MINUSTAH_S_2017_604.pdf,MINUSTAH_S_2017_604,False,False,False,False,False,False,False
"12. The Mission’s police component continued to provide operational support to the national police, conducting 2,624 joint temporary checkpoints, 2,825 foot patrols, 19,864 vehicle patrols and 296 joint operations, including 163 in the metropolitan area of Port-au-Prince. Military troops carried out 4,046 operations, 163 of which were joint patrols with Haitian and MINUSTAH police officers.",12,data/pdfs\MINUSTAH_S_2017_604.pdf,MINUSTAH_S_2017_604.pdf,MINUSTAH_S_2017_604,True,True,False,False,False,False,False
